name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url,product_id
"MATEPROX Magnetic Design for Samsung Galaxy S24 Case, Stylish Slim an-ti Yellow Translucent Matte Shockproof Protective Cover for S 24 6.2'' 2024-Light Purple",$16.99,,"â?This MATEPROX Case is specifically designed for the Samsung Galaxy S24 5G (2024release) 6.2 inch. With precise cutouts for charging ports and flexible tactile buttons, this armor mobile phone cover fits your device perfectly. â?Built-in magnets, automatically aligned with the magnetic charger safely. Support wireless charging and Qi-certified wireless charging. â?Upgraded material makes the translucent back of the case can effectively prevent the phone case from turning yellow and make it soft in touch. Metallic camera frames and buttons make the phone more stylish. â?With a 2.5mm raised bevel on the camera lens and 2mm on the screen, MATEPROX cell phone case offers extra protection against collisions from iPhone lenses and screen scratches. We also include a phone tempered film to protect your mobile phone. â?MATEPROX will provide olifetime free replacement service. If you encounter any problem, such as wrong size, color incorrect, shipping problem, wear and tear, getting dirty ect.. Please feel free to contact us at any time.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.5 out of 5 stars,62 ratings,https://www.amazon.com/-/zh/dp/B0CQYGX1FT/ref=sr_1_13?dib=eyJ2IjoiMSJ9.nhcIKRgNO3NL7bmI0hJu-aQKrzIJ1ITF5ti2_8Hoz7GOGxEEY1ZfEQqKnHqEU1TiFWUyLH_N9HllbffF4Oi_vrYpcpw2SzSNSwUUwv6PjGdPS47b26A0LVEbCFc-7Yy4IpXA2Z5puKGfxHCpCwMOYki3Jn2GFxjd5IeDfbWKHfNnnPHkajOmkebdZDXRIZ6X5zTNCREsOcInaibHf8UMYpzWiKcRJAHLjwwjadTlxPY.GLpHs-y_y2wWgwm2VDeGNGB0PrMFj3dZXSF1LZTWKJU&dib_tag=se&qid=1719040875&sr=8-13&srs=21411242011,B0CQYGX1FT
"Case for iPad Pro 13-inch M4-(2024) - 7th Generation iPad Cases with Clear Bumper, Supports Pencil Pro, Ultra-Thin and Lightweight, Slim Transparent Hard Back, Shock, Drop Protection, (Clear)",$17.99,,"Perfect Compatibility: Designed specifically for the 13-inch iPad Pro (2024 models: A2925, A2926) Slim and Lightweight: Perfect for long reading sessions, sketching on the go, or using with a desktop stand, this super-slim back case offers a snug fit and excellent grip without adding bulk. Crystal-Clear Design: Ideal for photography and live streaming, the crystal-clear, yellowing-resistant back showcases your iPad Proâs original look, keeping the exquisite logo visible and maintaining a stylish appearance. Hybrid Protection: This case combines a hard back, flexible TPU frame, and shock-absorbing corners to protect against daily scratches and shocks. Raised edges add extra protection for the screen and camera. Pencil Pro Compatibility: Fully supports Pencil Pro's magnetic pairing and charging, as well as Pencil (USB-C), with a thin side panel design. The dedicated slot ensures your accessories are secure and ready to use. Precise Cutouts: Perfectly aligned cutouts provide easy access to the speaker, camera, and charging port. Easy-to-press buttons protect the power and volume controls from daily wear, making it practical for everyday use.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.8 out of 5 stars,14 ratings,https://www.amazon.com/-/zh/dp/B0CXX71YV9/ref=sr_1_14?dib=eyJ2IjoiMSJ9.nhcIKRgNO3NL7bmI0hJu-aQKrzIJ1ITF5ti2_8Hoz7GOGxEEY1ZfEQqKnHqEU1TiFWUyLH_N9HllbffF4Oi_vrYpcpw2SzSNSwUUwv6PjGdPS47b26A0LVEbCFc-7Yy4IpXA2Z5puKGfxHCpCwMOYki3Jn2GFxjd5IeDfbWKHfNnnPHkajOmkebdZDXRIZ6X5zTNCREsOcInaibHf8UMYpzWiKcRJAHLjwwjadTlxPY.GLpHs-y_y2wWgwm2VDeGNGB0PrMFj3dZXSF1LZTWKJU&dib_tag=se&qid=1719040875&sr=8-14&srs=21411242011,B0CXX71YV9
"DWCN Black Blackout Curtains for Living Room, Short Curtains for Small Window, Thermal Bedroom Curtains, 30 Inch Curtains for Boys Room, Kitchen, Basement - 42 by 30 Inch, Black, 1 Pair",$9.99,,"Package Information - One package will include 2 Black panels. Each tier curtain measures 42W x 30L Inch with 3 +1.5 Inch rod pocket top, which fits most of the rods. The front and back both are the same color. Blackout Performance - DWCN blackout curtains adapts high-quality durable 100% polyester fabric, which helps to darken your room considerably as well as improving privacy. Dark colors are highly recommended if you pursue for better blackout performance. For doing so, it can provide a great environment for lighter sleepers and give them a chance to sleep through the night. Diverse Selections - Various choices both in colors and sizes. A wide variety of colors for you to choose, cold and warm colors satisfy your unique individual demand. Tier curtains suit for most places, which can go well with your home decor. Drapes can be used in bedroom, living room, hotel, dining room, nursery, cafe and office, etc. Upgraded Comfort - Our short curtains can effectively add curtainsâ?texture and provide a noise-reducing and thermal insulated environment. Curtains insulation effectively retains heat in the home in winter and prevent heat from outside in summer. Fabric Maintenance - This room darkening curtain is machine washable in cold water. Please wash below 86Â°F and iron at low temperature if needed. Remember not to bleach, tumble dry and use fabric softener.","Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.4 out of 5 stars,110 ratings,https://www.amazon.com/-/zh/dp/B0C3Q26LQT/ref=sr_1_15?dib=eyJ2IjoiMSJ9.nhcIKRgNO3NL7bmI0hJu-aQKrzIJ1ITF5ti2_8Hoz7GOGxEEY1ZfEQqKnHqEU1TiFWUyLH_N9HllbffF4Oi_vrYpcpw2SzSNSwUUwv6PjGdPS47b26A0LVEbCFc-7Yy4IpXA2Z5puKGfxHCpCwMOYki3Jn2GFxjd5IeDfbWKHfNnnPHkajOmkebdZDXRIZ6X5zTNCREsOcInaibHf8UMYpzWiKcRJAHLjwwjadTlxPY.GLpHs-y_y2wWgwm2VDeGNGB0PrMFj3dZXSF1LZTWKJU&dib_tag=se&qid=1719040875&sr=8-15&srs=21411242011,B0C3Q26LQT
"Gold Hoop Earrings Set for Women,14k Real Gold Plated Gold Hoops with S925 Sterling Silver Post Hypoallergenic Thin Hoop Earrings Gold Earrings for Women Trendy Jewelry Gifts",$15.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.7 out of 5 stars,217 ratings,https://www.amazon.com/-/zh/dp/B0C98GSPGV/ref=sr_1_16?dib=eyJ2IjoiMSJ9.nhcIKRgNO3NL7bmI0hJu-aQKrzIJ1ITF5ti2_8Hoz7GOGxEEY1ZfEQqKnHqEU1TiFWUyLH_N9HllbffF4Oi_vrYpcpw2SzSNSwUUwv6PjGdPS47b26A0LVEbCFc-7Yy4IpXA2Z5puKGfxHCpCwMOYki3Jn2GFxjd5IeDfbWKHfNnnPHkajOmkebdZDXRIZ6X5zTNCREsOcInaibHf8UMYpzWiKcRJAHLjwwjadTlxPY.GLpHs-y_y2wWgwm2VDeGNGB0PrMFj3dZXSF1LZTWKJU&dib_tag=se&qid=1719040875&sr=8-16&srs=21411242011,B0C98GSPGV
"Dainty Gold Chain Bracelets Set for Women 14K Real Gold Plated Link Chain Bracelets for Women Trendy Gold Stackable Cuff Bracelets for Jewelry Gifts Women Adjustable 7""+2""",$12.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.5 out of 5 stars,"1,988 ratings",https://www.amazon.com/-/zh/dp/B0BJ83Q6CS/ref=sr_1_17?dib=eyJ2IjoiMSJ9.0s3qasV8dXc1OgzYZTtIomDjnl1HJrd4sWivDiwg2t6_wln_ruwEpoAnyvdNdRY075R1qfPppcVFvdpXnZaQCQ.85A5eSOet9E2wYrNcNd9CTXEDKnEe01V-BeGaP3hl2Q&dib_tag=se&qid=1719040974&sr=8-17&srs=21411242011,B0BJ83Q6CS
Amazon Essentials Men's Regular-Fit Quick-Dry Golf Polo Shirt (Available in Big & Tall),$45.95,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100   OEKO-TEX STANDARD 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100   OEKO-TEX STANDARD 100",4.4 out of 5 stars,"2,929 ratings",https://www.amazon.com/-/zh/dp/B096YS8ZWT/ref=sr_1_18?dib=eyJ2IjoiMSJ9.0s3qasV8dXc1OgzYZTtIomDjnl1HJrd4sWivDiwg2t6_wln_ruwEpoAnyvdNdRY075R1qfPppcVFvdpXnZaQCQ.85A5eSOet9E2wYrNcNd9CTXEDKnEe01V-BeGaP3hl2Q&dib_tag=se&qid=1719040974&sr=8-18&srs=21411242011,B096YS8ZWT
Amazon Essentials Women's Relaxed Recycled Polyester Quilted Shirt Jacket (Available in Plus Size) (Previously Amazon Aware),$55.99,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",3.9 out of 5 stars,70 ratings,https://www.amazon.com/-/zh/dp/B0BJF1ZQBC/ref=sr_1_19?dib=eyJ2IjoiMSJ9.0s3qasV8dXc1OgzYZTtIomDjnl1HJrd4sWivDiwg2t6_wln_ruwEpoAnyvdNdRY075R1qfPppcVFvdpXnZaQCQ.85A5eSOet9E2wYrNcNd9CTXEDKnEe01V-BeGaP3hl2Q&dib_tag=se&qid=1719040974&sr=8-19&srs=21411242011,B0BJF1ZQBC
Amazon Essentials Men's Slim-Fit Quick-Dry Golf Polo Shirt,$21.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100   OEKO-TEX STANDARD 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100   OEKO-TEX STANDARD 100",4.4 out of 5 stars,"1,680 ratings",https://www.amazon.com/-/zh/dp/B096YPW4Y7/ref=sr_1_20?dib=eyJ2IjoiMSJ9.0s3qasV8dXc1OgzYZTtIomDjnl1HJrd4sWivDiwg2t6_wln_ruwEpoAnyvdNdRY075R1qfPppcVFvdpXnZaQCQ.85A5eSOet9E2wYrNcNd9CTXEDKnEe01V-BeGaP3hl2Q&dib_tag=se&qid=1719040974&sr=8-20&srs=21411242011,B096YPW4Y7
Amazon Essentials Men's Classic-Fit Stretch Golf Short (Available in Big & Tall),$32.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100

Recycled materials
Contains at least 50% recycled material.
As certified by
Global Recycled Standard   Recycled Claim Standard 100   Global Recycled Standard   Global Recycled Standard   OEKO-TEX STANDARD 100",4.4 out of 5 stars,"19,678 ratings",https://www.amazon.com/-/zh/dp/B096YL3H9N/ref=sr_1_21?dib=eyJ2IjoiMSJ9.0s3qasV8dXc1OgzYZTtIomDjnl1HJrd4sWivDiwg2t6_wln_ruwEpoAnyvdNdRY075R1qfPppcVFvdpXnZaQCQ.85A5eSOet9E2wYrNcNd9CTXEDKnEe01V-BeGaP3hl2Q&dib_tag=se&qid=1719040974&sr=8-21&srs=21411242011,B096YL3H9N
Amazon Essentials Men's Full-Zip Fleece Jacket (Available in Big & Tall),$45.98,,,"Recycled materials
This product has sustainability features recognized by trusted certifications.
As certified by
Recycled Claim Standard 100

Recycled materials
Contains at least 95% recycled material.
As certified by
Recycled Claim Standard 100",4.5 out of 5 stars,"13,325 ratings",https://www.amazon.com/-/zh/dp/B096YM16SV/ref=sr_1_17?dib=eyJ2IjoiMSJ9.XF1eMdjIevTbrWRE2Was9OQ1FDeKBrMqTzBHUVBbkXPTXes38k7_u1lLjRH3YLaMdImNJrTGna3WXArLEkGo1yvIinhQhhGmG1cCU7v0pytKaOoTBFqmYokcda4WiZxbqF37CgH5sIkbV6omTy8J2YRwqaT420VT5oRL2GIPYuw.uem2WuP2chK1EXQ9A4bC34yYn25iipU3UxMa2EqTmBA&dib_tag=se&qid=1719040974&sr=8-17&srs=21411242011,B096YM16SV
